contig	length	depth_mapped	gc	maxbin	metabat
k99_56961	1710	83	35	maxbin_2	metabat_unbinned
k99_29774	1710	107	41	maxbin_2	metabat_unbinned
k99_11145	1710	123	42	maxbin_2	metabat_unbinned
k99_91062	1709	42	34	maxbin_2	metabat_unbinned
k99_90405	1709	46	42	maxbin_2	metabat_unbinned
k99_51778	1709	58	33	maxbin_2	metabat_unbinned
k99_45100	1708	85	47	maxbin_1	metabat_unbinned
k99_7682	1707	70	41	maxbin_2	metabat_unbinned
k99_67880	1707	47	39	maxbin_2	metabat_unbinned
k99_40017	1706	259	34	maxbin_2	metabat_unbinned
k99_112895	1706	60	43	maxbin_2	metabat_unbinned
k99_102426	1705	2714	52	maxbin_noclass	metabat_unbinned
k99_22304	1704	66	37	maxbin_2	metabat_unbinned
k99_93218	1703	147	34	maxbin_2	metabat_unbinned
k99_8711	1703	386	35	maxbin_2	metabat_unbinned
k99_54233	1703	44	39	maxbin_2	metabat_unbinned
k99_36804	1703	58	39	maxbin_2	metabat_unbinned
k99_95088	1702	188	36	maxbin_2	metabat_unbinned
k99_121779	1702	55	39	maxbin_2	metabat_unbinned
k99_26058	1700	212	37	maxbin_2	metabat_unbinned
k99_39212	1699	59	41	maxbin_2	metabat_unbinned
k99_30306	1699	58	38	maxbin_2	metabat_unbinned
k99_103878	1699	38	40	maxbin_2	metabat_unbinned
k99_6246	1698	112	43	maxbin_2	metabat_unbinned
k99_58557	1698	178	40	maxbin_2	metabat_unbinned
k99_48334	1698	44	33	maxbin_2	metabat_unbinned
k99_83038	1697	71	36	maxbin_2	metabat_unbinned
k99_67145	1697	53	35	maxbin_2	metabat_unbinned
k99_56702	1697	41	40	maxbin_2	metabat_unbinned
k99_46027	1697	49	34	maxbin_2	metabat_unbinned
k99_23044	1697	76	33	maxbin_2	metabat_unbinned
k99_73498	1696	80	35	maxbin_2	metabat_unbinned
k99_55302	1696	143	46	maxbin_2	metabat_unbinned
k99_48733	1696	89	39	maxbin_2	metabat_unbinned
k99_12035	1696	83	40	maxbin_2	metabat_unbinned
k99_45568	1695	95	40	maxbin_2	metabat_unbinned
k99_96867	1693	51	37	maxbin_2	metabat_unbinned
k99_118926	1693	42	38	maxbin_2	metabat_unbinned
k99_38230	1692	114	40	maxbin_2	metabat_unbinned
k99_44345	1691	102	40	maxbin_2	metabat_unbinned
k99_39405	1689	74	35	maxbin_2	metabat_unbinned
k99_70087	1688	85	36	maxbin_2	metabat_unbinned
k99_95995	1687	44	32	maxbin_2	metabat_unbinned
k99_62319	1687	81	43	maxbin_2	metabat_unbinned
k99_58373	1687	65	43	maxbin_2	metabat_unbinned
k99_58116	1687	62	39	maxbin_2	metabat_unbinned
k99_40553	1687	563	40	maxbin_2	metabat_unbinned
k99_80000	1686	60	40	maxbin_2	metabat_unbinned
k99_48815	1686	185	45	maxbin_2	metabat_unbinned
k99_78038	1685	45	38	maxbin_2	metabat_unbinned
k99_47961	1685	132	35	maxbin_2	metabat_unbinned
k99_38227	1685	167	36	maxbin_2	metabat_unbinned
k99_87936	1684	106	43	maxbin_2	metabat_unbinned
k99_84500	1684	64	48	maxbin_1	metabat_unbinned
k99_8385	1684	94	41	maxbin_2	metabat_unbinned
k99_29506	1684	65	45	maxbin_2	metabat_unbinned
k99_79741	1683	69	40	maxbin_2	metabat_unbinned
k99_115105	1683	89	35	maxbin_2	metabat_unbinned
k99_83573	1682	40	36	maxbin_2	metabat_unbinned
k99_82614	1682	32	37	maxbin_2	metabat_unbinned
k99_39187	1682	46	34	maxbin_2	metabat_unbinned
k99_28580	1682	189	43	maxbin_2	metabat_unbinned
k99_104634	1682	53	49	maxbin_1	metabat_unbinned
k99_76092	1680	169	38	maxbin_2	metabat_unbinned
k99_74023	1680	60	50	maxbin_1	metabat_unbinned
k99_54528	1680	60	36	maxbin_2	metabat_unbinned
k99_42183	1679	88	34	maxbin_2	metabat_unbinned
k99_26302	1679	40	39	maxbin_2	metabat_unbinned
k99_118213	1679	49	33	maxbin_2	metabat_unbinned
k99_104668	1679	1376	48	maxbin_1	metabat_unbinned
k99_41283	1678	1221	48	maxbin_1	metabat_unbinned
k99_34798	1678	116	40	maxbin_2	metabat_unbinned
k99_126015	1678	65	49	maxbin_1	metabat_unbinned
k99_11303	1678	392	36	maxbin_2	metabat_unbinned
k99_80755	1677	90	45	maxbin_1	metabat_unbinned
k99_44299	1677	25	35	maxbin_2	metabat_unbinned
k99_124863	1677	32	57	maxbin_1	metabat_unbinned
k99_118963	1677	78	40	maxbin_2	metabat_unbinned
k99_58327	1676	68	36	maxbin_2	metabat_unbinned
k99_44718	1676	32	37	maxbin_2	metabat_unbinned
k99_30269	1676	46	34	maxbin_2	metabat_unbinned
k99_56916	1675	67	40	maxbin_2	metabat_unbinned
k99_10123	1675	68	39	maxbin_2	metabat_unbinned
k99_87702	1674	86	41	maxbin_2	metabat_unbinned
k99_122130	1674	260	35	maxbin_2	metabat_unbinned
k99_115178	1674	68	45	maxbin_2	metabat_unbinned
k99_70577	1673	69	39	maxbin_2	metabat_unbinned
k99_63073	1673	28	38	maxbin_2	metabat_unbinned
k99_107224	1673	37	34	maxbin_2	metabat_unbinned
k99_66017	1672	60	36	maxbin_2	metabat_unbinned
k99_14193	1672	47	36	maxbin_2	metabat_unbinned
k99_126164	1672	81	40	maxbin_2	metabat_unbinned
k99_115527	1672	47	34	maxbin_2	metabat_unbinned
k99_105533	1672	198	34	maxbin_2	metabat_unbinned
k99_25667	1671	37	39	maxbin_2	metabat_unbinned
k99_125860	1671	51	44	maxbin_2	metabat_unbinned
k99_54785	1670	69	44	maxbin_2	metabat_unbinned
k99_55963	1669	37	40	maxbin_2	metabat_unbinned
k99_49771	1669	46	35	maxbin_2	metabat_unbinned
k99_115093	1669	161	36	maxbin_2	metabat_unbinned
k99_45356	1668	44	36	maxbin_2	metabat_unbinned
k99_20434	1668	73	39	maxbin_2	metabat_unbinned
k99_117064	1668	114	38	maxbin_2	metabat_unbinned
k99_32184	1667	47	39	maxbin_2	metabat_unbinned
k99_54782	1666	98	43	maxbin_2	metabat_unbinned
k99_124121	1666	48	34	maxbin_2	metabat_unbinned
k99_39446	1665	108	38	maxbin_2	metabat_unbinned
k99_28961	1665	94	48	maxbin_1	metabat_unbinned
k99_86211	1664	41	39	maxbin_2	metabat_unbinned
k99_4211	1664	49	37	maxbin_2	metabat_unbinned
k99_20449	1664	119	35	maxbin_2	metabat_unbinned
k99_126197	1664	72	39	maxbin_2	metabat_unbinned
k99_82829	1663	88	39	maxbin_2	metabat_unbinned
k99_41211	1663	57	44	maxbin_2	metabat_unbinned
k99_64171	1662	63	38	maxbin_2	metabat_unbinned
k99_43593	1662	36	38	maxbin_2	metabat_unbinned
k99_12918	1662	55	42	maxbin_2	metabat_unbinned
k99_115888	1662	152	33	maxbin_2	metabat_unbinned
k99_10325	1662	34	40	maxbin_2	metabat_unbinned
k99_26225	1661	91	39	maxbin_2	metabat_unbinned
k99_124675	1660	169	39	maxbin_2	metabat_unbinned
k99_100723	1660	43	36	maxbin_2	metabat_unbinned
k99_52617	1659	119	43	maxbin_2	metabat_unbinned
k99_39488	1659	53	39	maxbin_2	metabat_unbinned
k99_72846	1658	39	46	maxbin_1	metabat_unbinned
k99_22800	1658	37	35	maxbin_2	metabat_unbinned
k99_102855	1658	266	36	maxbin_2	metabat_unbinned
k99_7812	1657	48	44	maxbin_2	metabat_unbinned
k99_60174	1657	68	41	maxbin_2	metabat_unbinned
k99_37608	1657	58	38	maxbin_2	metabat_unbinned
k99_33594	1657	57	37	maxbin_2	metabat_unbinned
k99_8856	1656	126	56	maxbin_2	metabat_unbinned
k99_11536	1656	1095	38	maxbin_2	metabat_unbinned
k99_94935	1654	59	34	maxbin_2	metabat_unbinned
k99_3460	1654	122	36	maxbin_2	metabat_unbinned
k99_119912	1654	342	34	maxbin_2	metabat_unbinned
k99_117293	1654	63	35	maxbin_2	metabat_unbinned
k99_44381	1653	436	34	maxbin_2	metabat_unbinned
k99_25374	1652	86	32	maxbin_noclass	metabat_unbinned
k99_116625	1652	169	47	maxbin_2	metabat_unbinned
k99_49110	1651	54	38	maxbin_2	metabat_unbinned
k99_126875	1651	46	37	maxbin_2	metabat_unbinned
k99_10277	1651	100	35	maxbin_2	metabat_unbinned
k99_48653	1650	65	45	maxbin_2	metabat_unbinned
k99_17053	1650	206	40	maxbin_2	metabat_unbinned
k99_27473	1649	51	35	maxbin_2	metabat_unbinned
k99_119740	1649	48	35	maxbin_2	metabat_unbinned
k99_43989	1648	65	43	maxbin_2	metabat_unbinned
k99_51802	1647	855	37	maxbin_2	metabat_unbinned
k99_54270	1646	41	38	maxbin_2	metabat_unbinned
k99_96984	1645	81	43	maxbin_2	metabat_unbinned
k99_12394	1645	69	43	maxbin_2	metabat_unbinned
k99_77334	1644	77	36	maxbin_2	metabat_unbinned
k99_48918	1644	81	47	maxbin_1	metabat_unbinned
k99_116357	1644	35	32	maxbin_2	metabat_unbinned
k99_48401	1643	42	43	maxbin_2	metabat_unbinned
k99_109601	1643	60	37	maxbin_2	metabat_unbinned
k99_2269	1642	87	39	maxbin_2	metabat_unbinned
k99_124048	1642	126	37	maxbin_2	metabat_unbinned
k99_121978	1642	46	47	maxbin_1	metabat_unbinned
k99_58282	1641	93	32	maxbin_2	metabat_unbinned
k99_40141	1641	189	37	maxbin_2	metabat_unbinned
k99_14428	1641	114	35	maxbin_2	metabat_unbinned
k99_12230	1641	193	47	maxbin_2	metabat_unbinned
k99_62482	1640	716	40	maxbin_2	metabat_unbinned
k99_5343	1640	569	37	maxbin_2	metabat_unbinned
k99_96208	1639	48	38	maxbin_2	metabat_unbinned
k99_9480	1639	52	40	maxbin_2	metabat_unbinned
k99_92957	1639	34	38	maxbin_2	metabat_unbinned
k99_78011	1639	70	43	maxbin_2	metabat_unbinned
k99_62957	1639	88	42	maxbin_2	metabat_unbinned
k99_50457	1639	105	38	maxbin_2	metabat_unbinned
k99_26425	1639	70	44	maxbin_2	metabat_unbinned
k99_126071	1639	1461	44	maxbin_1	metabat_unbinned
k99_68828	1638	192	41	maxbin_2	metabat_unbinned
k99_49466	1638	68	37	maxbin_2	metabat_unbinned
k99_45959	1637	57	40	maxbin_2	metabat_unbinned
k99_28419	1637	138	37	maxbin_2	metabat_unbinned
k99_83505	1636	2211	51	maxbin_1	metabat_unbinned
k99_56761	1636	84	36	maxbin_2	metabat_unbinned
k99_54517	1636	75	39	maxbin_2	metabat_unbinned
k99_44284	1636	1488	39	maxbin_2	metabat_unbinned
k99_34944	1636	117	43	maxbin_2	metabat_unbinned
k99_15450	1636	208	36	maxbin_2	metabat_unbinned
k99_67453	1635	87	38	maxbin_2	metabat_unbinned
k99_50378	1635	175	35	maxbin_2	metabat_unbinned
k99_38115	1635	120	35	maxbin_2	metabat_unbinned
k99_2157	1635	2607	47	maxbin_1	metabat_unbinned
k99_86134	1634	1551	37	maxbin_2	metabat_unbinned
k99_47044	1634	38	38	maxbin_2	metabat_unbinned
k99_55568	1633	35	35	maxbin_2	metabat_unbinned
k99_3922	1633	2217	50	maxbin_1	metabat_unbinned
k99_35418	1633	297	37	maxbin_2	metabat_unbinned
k99_20581	1633	50	40	maxbin_2	metabat_unbinned
k99_9873	1632	52	34	maxbin_2	metabat_unbinned
k99_57152	1632	112	36	maxbin_2	metabat_unbinned
k99_358	1632	124	41	maxbin_2	metabat_unbinned
k99_22447	1632	88	37	maxbin_2	metabat_unbinned
k99_115154	1632	57	46	maxbin_2	metabat_unbinned
k99_9812	1631	1580	44	maxbin_1	metabat_unbinned
k99_61950	1631	45	47	maxbin_1	metabat_unbinned
k99_119566	1631	61	41	maxbin_2	metabat_unbinned
k99_23153	1630	95	42	maxbin_2	metabat_unbinned
k99_115856	1630	81	32	maxbin_2	metabat_unbinned
k99_104234	1630	81	38	maxbin_2	metabat_unbinned
k99_50786	1629	135	40	maxbin_2	metabat_unbinned
k99_43647	1629	137	38	maxbin_2	metabat_unbinned
k99_329	1629	36	38	maxbin_2	metabat_unbinned
k99_14089	1629	1465	38	maxbin_2	metabat_unbinned
k99_96273	1628	29	37	maxbin_2	metabat_unbinned
k99_82848	1628	170	34	maxbin_2	metabat_unbinned
k99_125176	1628	74	43	maxbin_2	metabat_unbinned
k99_65167	1627	36	33	maxbin_2	metabat_unbinned
k99_117192	1627	49	35	maxbin_2	metabat_unbinned
k99_84839	1626	89	43	maxbin_2	metabat_unbinned
k99_48533	1626	81	39	maxbin_2	metabat_unbinned
k99_126342	1625	42	53	maxbin_1	metabat_unbinned
k99_76037	1624	61	37	maxbin_2	metabat_unbinned
k99_44276	1624	60	37	maxbin_2	metabat_unbinned
k99_35159	1624	70	38	maxbin_2	metabat_unbinned
k99_28612	1624	196	40	maxbin_2	metabat_unbinned
k99_72214	1623	49	38	maxbin_2	metabat_unbinned
k99_45724	1623	148	40	maxbin_2	metabat_unbinned
k99_43993	1623	42	46	maxbin_1	metabat_unbinned
k99_122366	1623	61	36	maxbin_2	metabat_unbinned
k99_121521	1623	114	39	maxbin_2	metabat_unbinned
k99_69400	1622	132	39	maxbin_2	metabat_unbinned
k99_4261	1622	87	42	maxbin_2	metabat_unbinned
k99_35937	1622	229	35	maxbin_2	metabat_unbinned
k99_106260	1621	39	40	maxbin_2	metabat_unbinned
k99_101715	1621	62	41	maxbin_2	metabat_unbinned
k99_35171	1620	109	43	maxbin_2	metabat_unbinned
k99_33824	1620	57	39	maxbin_2	metabat_unbinned
k99_27909	1620	140	38	maxbin_2	metabat_unbinned
k99_19373	1620	70	38	maxbin_2	metabat_unbinned
k99_10191	1620	64	34	maxbin_2	metabat_unbinned
k99_67344	1619	34	38	maxbin_2	metabat_unbinned
k99_124544	1619	56	40	maxbin_2	metabat_unbinned
k99_35271	1618	1875	35	maxbin_2	metabat_unbinned
k99_101929	1618	67	39	maxbin_2	metabat_unbinned
k99_89287	1617	44	45	maxbin_2	metabat_unbinned
k99_50572	1617	36	41	maxbin_2	metabat_unbinned
k99_98824	1616	292	34	maxbin_2	metabat_unbinned
k99_84452	1615	64	36	maxbin_2	metabat_unbinned
k99_80620	1615	112	35	maxbin_2	metabat_unbinned
k99_64379	1615	182	37	maxbin_2	metabat_unbinned
k99_43666	1615	88	37	maxbin_2	metabat_unbinned
k99_25998	1615	1141	50	maxbin_1	metabat_unbinned
k99_86228	1614	156	44	maxbin_2	metabat_unbinned
k99_14286	1614	144	43	maxbin_2	metabat_unbinned
k99_9632	1613	67	40	maxbin_2	metabat_unbinned
k99_50664	1613	92	40	maxbin_2	metabat_unbinned
k99_35645	1613	58	41	maxbin_2	metabat_unbinned
k99_20398	1613	49	36	maxbin_2	metabat_unbinned
k99_61115	1612	73	41	maxbin_2	metabat_unbinned
k99_27907	1612	41	41	maxbin_2	metabat_unbinned
k99_25122	1612	3382	47	maxbin_1	metabat_unbinned
k99_122307	1612	73	36	maxbin_2	metabat_unbinned
k99_87827	1611	36	36	maxbin_2	metabat_unbinned
k99_85382	1611	46	39	maxbin_2	metabat_unbinned
k99_66589	1611	78	42	maxbin_2	metabat_unbinned
k99_66084	1611	520	38	maxbin_2	metabat_unbinned
k99_62119	1611	60	40	maxbin_2	metabat_unbinned
k99_96278	1610	404	36	maxbin_2	metabat_unbinned
k99_64057	1610	49	45	maxbin_1	metabat_unbinned
k99_48676	1610	139	33	maxbin_2	metabat_unbinned
k99_50983	1609	38	35	maxbin_2	metabat_unbinned
k99_71807	1608	38	47	maxbin_1	metabat_unbinned
k99_93750	1607	52	35	maxbin_2	metabat_unbinned
k99_77555	1607	48	43	maxbin_2	metabat_unbinned
k99_2400	1607	122	35	maxbin_2	metabat_unbinned
k99_16440	1607	393	39	maxbin_2	metabat_unbinned
k99_5965	1606	41	37	maxbin_2	metabat_unbinned
k99_96960	1605	31	42	maxbin_2	metabat_unbinned
k99_37761	1605	49	39	maxbin_2	metabat_unbinned
k99_56293	1603	102	38	maxbin_2	metabat_unbinned
k99_39320	1603	50	34	maxbin_2	metabat_unbinned
k99_17863	1603	125	38	maxbin_2	metabat_unbinned
k99_9410	1602	88	36	maxbin_2	metabat_unbinned
k99_123224	1602	39	37	maxbin_2	metabat_unbinned
k99_9423	1601	223	42	maxbin_2	metabat_unbinned
k99_23113	1601	71	36	maxbin_2	metabat_unbinned
k99_82062	1600	294	40	maxbin_2	metabat_unbinned
k99_74820	1600	97	36	maxbin_2	metabat_unbinned
k99_46936	1599	53	35	maxbin_2	metabat_unbinned
k99_16497	1599	50	40	maxbin_2	metabat_unbinned
k99_10137	1599	75	34	maxbin_2	metabat_unbinned
k99_56522	1598	170	39	maxbin_2	metabat_unbinned
k99_32902	1598	91	35	maxbin_2	metabat_unbinned
k99_107008	1598	72	45	maxbin_1	metabat_unbinned
k99_27527	1597	690	47	maxbin_1	metabat_unbinned
k99_69990	1596	54	44	maxbin_2	metabat_unbinned
k99_8579	1595	334	37	maxbin_2	metabat_unbinned
k99_35268	1595	224	38	maxbin_2	metabat_unbinned
k99_26414	1595	90	45	maxbin_1	metabat_unbinned
k99_100900	1595	98	38	maxbin_2	metabat_unbinned
k99_90121	1594	228	57	maxbin_2	metabat_unbinned
k99_25064	1594	114	36	maxbin_2	metabat_unbinned
k99_19614	1594	58	34	maxbin_2	metabat_unbinned
k99_60287	1593	55	34	maxbin_2	metabat_unbinned
k99_122334	1593	33	37	maxbin_2	metabat_unbinned
k99_64765	1591	65	42	maxbin_2	metabat_unbinned
k99_54171	1591	67	38	maxbin_2	metabat_unbinned
k99_43271	1591	246	39	maxbin_2	metabat_unbinned
k99_36179	1591	48	35	maxbin_2	metabat_unbinned
k99_120827	1591	97	38	maxbin_2	metabat_unbinned
k99_103290	1591	46	38	maxbin_2	metabat_unbinned
k99_13742	1590	62	43	maxbin_1	metabat_unbinned
k99_11764	1588	7437	49	maxbin_1	metabat_unbinned
k99_90916	1587	46	59	maxbin_1	metabat_unbinned
k99_76268	1587	42	41	maxbin_2	metabat_unbinned
k99_99571	1586	59	36	maxbin_2	metabat_unbinned
k99_41978	1586	56	33	maxbin_2	metabat_unbinned
k99_21829	1586	145	38	maxbin_2	metabat_unbinned
k99_127174	1586	40	43	maxbin_2	metabat_unbinned
k99_115782	1586	53	40	maxbin_2	metabat_unbinned
k99_11299	1586	32	45	maxbin_2	metabat_unbinned
k99_91640	1585	4770	49	maxbin_1	metabat_unbinned
k99_76090	1585	86	37	maxbin_2	metabat_unbinned
k99_46625	1585	64	40	maxbin_2	metabat_unbinned
k99_39931	1585	130	38	maxbin_2	metabat_unbinned
k99_1101	1585	44	34	maxbin_2	metabat_unbinned
k99_95063	1584	35	60	maxbin_noclass	metabat_unbinned
k99_80099	1584	34	34	maxbin_2	metabat_unbinned
k99_46191	1584	59	34	maxbin_2	metabat_unbinned
k99_454	1584	40	39	maxbin_2	metabat_unbinned
k99_8133	1583	292	36	maxbin_2	metabat_unbinned
k99_66803	1583	41	34	maxbin_2	metabat_unbinned
k99_126624	1583	30	39	maxbin_2	metabat_unbinned
k99_6365	1582	321	35	maxbin_2	metabat_unbinned
k99_21422	1582	28	39	maxbin_2	metabat_unbinned
k99_116381	1582	107	38	maxbin_2	metabat_unbinned
k99_79600	1581	99	34	maxbin_2	metabat_unbinned
k99_78330	1581	56	34	maxbin_2	metabat_unbinned
k99_61539	1581	35	36	maxbin_2	metabat_unbinned
k99_59489	1581	51	44	maxbin_2	metabat_unbinned
k99_51137	1581	97	40	maxbin_2	metabat_unbinned
k99_120621	1581	58	52	maxbin_1	metabat_unbinned
k99_103124	1581	42	38	maxbin_2	metabat_unbinned
k99_99837	1580	63	35	maxbin_2	metabat_unbinned
k99_4075	1580	120	41	maxbin_2	metabat_unbinned
k99_40580	1580	1133	42	maxbin_1	metabat_unbinned
k99_14064	1580	136	40	maxbin_2	metabat_unbinned
k99_113524	1580	40	41	maxbin_2	metabat_unbinned
k99_93977	1579	48	37	maxbin_2	metabat_unbinned
k99_88557	1579	57	38	maxbin_2	metabat_unbinned
k99_71804	1579	95	41	maxbin_2	metabat_unbinned
k99_66456	1579	190	35	maxbin_2	metabat_unbinned
k99_15191	1579	74	37	maxbin_2	metabat_unbinned
k99_86493	1578	161	37	maxbin_2	metabat_unbinned
k99_75597	1578	42	37	maxbin_2	metabat_unbinned
k99_67425	1578	158	39	maxbin_2	metabat_unbinned
k99_45514	1578	92	52	maxbin_1	metabat_unbinned
k99_41291	1578	144	33	maxbin_2	metabat_unbinned
k99_38034	1578	46	42	maxbin_2	metabat_unbinned
k99_67770	1577	71	35	maxbin_2	metabat_unbinned
k99_2340	1577	89	35	maxbin_2	metabat_unbinned
k99_18497	1577	82	35	maxbin_2	metabat_unbinned
k99_117401	1577	79	39	maxbin_2	metabat_unbinned
k99_85246	1576	118	41	maxbin_2	metabat_unbinned
k99_54287	1576	77	45	maxbin_1	metabat_unbinned
k99_116174	1576	103	45	maxbin_2	metabat_unbinned
k99_11156	1576	88	36	maxbin_2	metabat_unbinned
k99_8781	1575	49	36	maxbin_2	metabat_unbinned
k99_76269	1575	86	37	maxbin_2	metabat_unbinned
k99_66780	1575	84	43	maxbin_2	metabat_unbinned
k99_31722	1575	81	36	maxbin_2	metabat_unbinned
k99_55042	1574	205	37	maxbin_2	metabat_unbinned
k99_54381	1574	81	37	maxbin_2	metabat_unbinned
k99_37096	1574	128	40	maxbin_2	metabat_unbinned
k99_25837	1574	213	40	maxbin_2	metabat_unbinned
k99_102389	1574	124	34	maxbin_2	metabat_unbinned
k99_9434	1573	220	37	maxbin_2	metabat_unbinned
k99_27934	1573	48	35	maxbin_2	metabat_unbinned
k99_91230	1571	54	42	maxbin_2	metabat_unbinned
k99_27747	1571	78	39	maxbin_2	metabat_unbinned
k99_26765	1571	183	41	maxbin_2	metabat_unbinned
k99_12105	1571	76	46	maxbin_1	metabat_unbinned
k99_99359	1570	41	36	maxbin_2	metabat_unbinned
k99_94350	1570	60	40	maxbin_2	metabat_unbinned
k99_59650	1570	75	38	maxbin_2	metabat_unbinned
k99_49118	1570	60	38	maxbin_2	metabat_unbinned
k99_1584	1570	76	33	maxbin_noclass	metabat_unbinned
k99_100609	1570	337	43	maxbin_2	metabat_unbinned
k99_63700	1569	156	35	maxbin_2	metabat_unbinned
k99_58247	1569	57	43	maxbin_2	metabat_unbinned
k99_43933	1569	44	37	maxbin_2	metabat_unbinned
k99_38356	1569	311	35	maxbin_2	metabat_unbinned
k99_72864	1568	56	44	maxbin_2	metabat_unbinned
k99_68660	1568	82	38	maxbin_2	metabat_unbinned
k99_103073	1568	51	35	maxbin_2	metabat_unbinned
k99_44111	1567	95	35	maxbin_2	metabat_unbinned
k99_24504	1567	53	37	maxbin_2	metabat_unbinned
k99_119878	1567	114	37	maxbin_2	metabat_unbinned
k99_104682	1567	183	36	maxbin_2	metabat_unbinned
k99_121141	1566	59	38	maxbin_2	metabat_unbinned
k99_119893	1566	48	33	maxbin_2	metabat_unbinned
k99_74113	1565	73	34	maxbin_2	metabat_unbinned
k99_19878	1565	45	35	maxbin_2	metabat_unbinned
k99_15793	1565	6351	46	maxbin_1	metabat_unbinned
k99_106566	1565	60	42	maxbin_2	metabat_unbinned
k99_6582	1564	52	44	maxbin_2	metabat_unbinned
k99_82891	1563	118	42	maxbin_2	metabat_unbinned
k99_95926	1562	41	40	maxbin_2	metabat_unbinned
k99_91990	1562	66	32	maxbin_2	metabat_unbinned
k99_44534	1562	39	38	maxbin_2	metabat_unbinned
k99_22048	1562	88	37	maxbin_2	metabat_unbinned
k99_103132	1562	42	42	maxbin_2	metabat_unbinned
k99_82752	1561	42	46	maxbin_1	metabat_unbinned
k99_53483	1561	157	42	maxbin_2	metabat_unbinned
k99_125131	1561	68	38	maxbin_2	metabat_unbinned
k99_97657	1560	44	42	maxbin_2	metabat_unbinned
k99_73536	1560	33	39	maxbin_2	metabat_unbinned
k99_56191	1560	216	57	maxbin_2	metabat_unbinned
k99_42166	1560	1621	46	maxbin_1	metabat_unbinned
k99_22920	1560	54	44	maxbin_2	metabat_unbinned
k99_60196	1559	40	36	maxbin_2	metabat_unbinned
k99_56995	1559	83	43	maxbin_2	metabat_unbinned
k99_97237	1557	77	43	maxbin_2	metabat_unbinned
k99_74250	1557	128	37	maxbin_2	metabat_unbinned
k99_46460	1557	83	46	maxbin_1	metabat_unbinned
k99_28233	1557	69	36	maxbin_2	metabat_unbinned
k99_87905	1556	55	32	maxbin_2	metabat_unbinned
k99_4193	1556	279	33	maxbin_2	metabat_unbinned
k99_108000	1556	31	37	maxbin_2	metabat_unbinned
k99_79997	1555	23	38	maxbin_2	metabat_unbinned
k99_70425	1555	221	39	maxbin_2	metabat_unbinned
k99_125256	1555	90	43	maxbin_2	metabat_unbinned
k99_11065	1555	97	33	maxbin_2	metabat_unbinned
k99_41645	1554	91	34	maxbin_2	metabat_unbinned
k99_10886	1554	64	36	maxbin_2	metabat_unbinned
k99_52674	1553	54	43	maxbin_2	metabat_unbinned
k99_5230	1553	36	35	maxbin_2	metabat_unbinned
k99_43290	1553	46	36	maxbin_2	metabat_unbinned
k99_29027	1553	52	35	maxbin_2	metabat_unbinned
k99_24231	1553	47	43	maxbin_2	metabat_unbinned
k99_114554	1553	90	32	maxbin_2	metabat_unbinned
k99_95626	1552	54	41	maxbin_2	metabat_unbinned
k99_85548	1552	30	42	maxbin_2	metabat_unbinned
k99_95128	1551	137	37	maxbin_2	metabat_unbinned
k99_92952	1551	53	40	maxbin_2	metabat_unbinned
k99_86911	1551	46	41	maxbin_2	metabat_unbinned
k99_54656	1551	58	40	maxbin_2	metabat_unbinned
k99_21305	1550	87	37	maxbin_2	metabat_unbinned
k99_3924	1549	52	40	maxbin_2	metabat_unbinned
k99_17191	1549	63	38	maxbin_2	metabat_unbinned
k99_7150	1548	66	42	maxbin_2	metabat_unbinned
k99_33396	1548	39	36	maxbin_2	metabat_unbinned
k99_25389	1548	79	30	maxbin_2	metabat_unbinned
k99_2513	1548	43	39	maxbin_2	metabat_unbinned
k99_63582	1546	62	33	maxbin_2	metabat_unbinned
k99_56730	1546	47	42	maxbin_2	metabat_unbinned
k99_116582	1546	44	39	maxbin_2	metabat_unbinned
k99_4289	1545	75	41	maxbin_2	metabat_unbinned
k99_17778	1545	46	46	maxbin_1	metabat_unbinned
k99_17673	1545	38	37	maxbin_2	metabat_unbinned
k99_123229	1545	47	36	maxbin_2	metabat_unbinned
k99_109941	1545	63	46	maxbin_2	metabat_unbinned
k99_8116	1544	35	44	maxbin_2	metabat_unbinned
k99_63089	1544	48	38	maxbin_2	metabat_unbinned
k99_4986	1544	62	33	maxbin_2	metabat_unbinned
k99_19201	1544	65	45	maxbin_2	metabat_unbinned
k99_125814	1544	85	51	maxbin_1	metabat_unbinned
k99_81755	1543	30	34	maxbin_2	metabat_unbinned
k99_73614	1543	55	36	maxbin_2	metabat_unbinned
k99_48611	1543	179	40	maxbin_2	metabat_unbinned
k99_37132	1543	37	41	maxbin_2	metabat_unbinned
